,uid_archive,date,company_code,company,company_type,company_parent_code,company_parent,company_parent_country,sentiment,prominence,partnership,issue_code1,issue_name1,issue_code2,issue_name2,issue_code3,issue_name3,active_country_code1,active_country1,active_country_code2,active_country2,active_country_code3,active_country3,active_country_code4,active_country4,active_country_code5,active_country5,active_country_code6,active_country6,target_country_code1,target_country1,target_country_code2,target_country2,target_country_code3,target_country3,target_country_code4,target_country4,target_country_code5,target_country5,target_country_code6,target_country6,ngo_code1,ngo_name1,ngo_power1,ngo_country_code1,ngo_country1,ngo_code2,ngo_name2,ngo_power2,ngo_country_code2,ngo_country2,ngo_code3,ngo_name3,ngo_power3,ngo_country_code3,ngo_country3,ngo_code4,ngo_name4,ngo_power4,ngo_country_code4,ngo_country4,ngo_code5,ngo_name5,ngo_power5,ngo_country_code5,ngo_country5,country_code_corp,country_corp,corp_industry_sector_code1,corp_industry_sector1,corp_industry_sector_code2,corp_industry_sector2,corp_industry_sector_code3,corp_industry_sector3,isin_corporate_name_official,isin_corporate_name_cleaned,bloomberg_ticker,isin_1,isin_2,isin_3,industry_sector_code1,industry_sector1,industry_sector_code2,industry_sector2,industry_sector_code3,industry_sector3,industry_sector_code4,industry_sector4,report,link1,link2,link3,link4,link5
346,60284,2014-11-27,1284,BlackRock,Parent,1284,BlackRock,US,-2.0,2,0,3668,Financial institutions funding arms industry,4039.0,Controversial weapons,,,528,Netherlands,826.0,UK,,,,,,,,,36,Australia,124.0,Canada,250.0,France,276.0,Germany,392.0,Japan,724.0,Netherlands,2083,Pax (formerly IKV Pax Christi),2.5,528,Netherlands,4502.0,Cluster Munition Coalition (CMC),2.75,826.0,UK,,,,,,,,,,,,,,,,840,US,1336.0,Finance,1423.0,Professional services,,,BlackRock Inc,BlackRock ,BLK,US09247X1019,,,1336.0,Finance,1419.0,Arms & Security Sector,,,,," which updates one published in December 2013, the NGOs claimed the amount invested totaled USD27billion, with most (but not all) coming from institutions in states that have not yet joined the Convention on Cluster Munitions. The NGOs called on the UK, Australia, Canada, France, Germany, Japan, Spain and other countries that have joined the global ban on cluster munitions to legislate to outlaw such investments, as nine other states have already done. Pax looked at investments in ATK (Alliant Techsystems) (US), China Aerospace Science and Technology (China), Hanwha (South Korea), Norinco (China), Poongsan (South Korea), Singapore Technologies Engineering (Singapore) and Textron (US). Financial institutions most criticized (in terms of exposure to these companies) were JP MorganChase, Bank of America, Mitsubishi UFJ Financial, Synovus Financial, Sumitomo Mitsui Financial, China Everbright, Industrial Bank of China, Agricultural Bank of China, China Securities, Temasek Holdings of Singapore, and T Rowe Price, Capital Group, Vanguard and BlackRock all of the U.S. The report noted that 76 financial institutions report having cluster munition policies in place. Also, whereas their 2013 'Hall of Shame' listed 139 financial institutions, this year the list had reduced to 103.<br /><em>SIGWATCH comment: Cluster Munition Coalition (CMC) merged with the International Campaign to Ban Landmines (ICBL) in 2011. Headquartered in London, it is funded by Unicef and several governments, mostly European, and networks NGOs campaigning on this issue or related ones in over 100 countries.</em><br />See",http://www.stopexplosiveinvestments.org/uploads/pdf/CMC%20PRESS%20RELEASE_Banks%20Behaving%20Badly%20-USD27bn%20invested%20in%20cluster%20munition%20producers.pdf,http://www.stopexplosiveinvestments.org/report,,,
347,60284,2014-11-27,2417,Vanguard,Parent,2417,Vanguard,US,-2.0,2,0,3668,Financial institutions funding arms industry,4039.0,Controversial weapons,,,528,Netherlands,826.0,UK,,,,,,,,,36,Australia,124.0,Canada,250.0,France,276.0,Germany,392.0,Japan,724.0,Netherlands,2083,Pax (formerly IKV Pax Christi),2.5,528,Netherlands,4502.0,Cluster Munition Coalition (CMC),2.75,826.0,UK,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,,,,,,,1336.0,Finance,1419.0,Arms & Security Sector,,,,," which updates one published in December 2013, the NGOs claimed the amount invested totaled USD27billion, with most (but not all) coming from institutions in states that have not yet joined the Convention on Cluster Munitions. The NGOs called on the UK, Australia, Canada, France, Germany, Japan, Spain and other countries that have joined the global ban on cluster munitions to legislate to outlaw such investments, as nine other states have already done. Pax looked at investments in ATK (Alliant Techsystems) (US), China Aerospace Science and Technology (China), Hanwha (South Korea), Norinco (China), Poongsan (South Korea), Singapore Technologies Engineering (Singapore) and Textron (US). Financial institutions most criticized (in terms of exposure to these companies) were JP MorganChase, Bank of America, Mitsubishi UFJ Financial, Synovus Financial, Sumitomo Mitsui Financial, China Everbright, Industrial Bank of China, Agricultural Bank of China, China Securities, Temasek Holdings of Singapore, and T Rowe Price, Capital Group, Vanguard and BlackRock all of the U.S. The report noted that 76 financial institutions report having cluster munition policies in place. Also, whereas their 2013 'Hall of Shame' listed 139 financial institutions, this year the list had reduced to 103.<br /><em>SIGWATCH comment: Cluster Munition Coalition (CMC) merged with the International Campaign to Ban Landmines (ICBL) in 2011. Headquartered in London, it is funded by Unicef and several governments, mostly European, and networks NGOs campaigning on this issue or related ones in over 100 countries.</em><br />See",http://www.stopexplosiveinvestments.org/uploads/pdf/CMC%20PRESS%20RELEASE_Banks%20Behaving%20Badly%20-USD27bn%20invested%20in%20cluster%20munition%20producers.pdf,http://www.stopexplosiveinvestments.org/report,,,
348,60284,2014-11-27,2554,T Rowe Price,Parent,2554,T Rowe Price,US,-2.0,2,0,3668,Financial institutions funding arms industry,4039.0,Controversial weapons,,,528,Netherlands,826.0,UK,,,,,,,,,36,Australia,124.0,Canada,250.0,France,276.0,Germany,392.0,Japan,724.0,Netherlands,2083,Pax (formerly IKV Pax Christi),2.5,528,Netherlands,4502.0,Cluster Munition Coalition (CMC),2.75,826.0,UK,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,T Rowe Price Group Inc,T Rowe Price ,,US74144T1088,,,1336.0,Finance,1419.0,Arms & Security Sector,,,,," which updates one published in December 2013, the NGOs claimed the amount invested totaled USD27billion, with most (but not all) coming from institutions in states that have not yet joined the Convention on Cluster Munitions. The NGOs called on the UK, Australia, Canada, France, Germany, Japan, Spain and other countries that have joined the global ban on cluster munitions to legislate to outlaw such investments, as nine other states have already done. Pax looked at investments in ATK (Alliant Techsystems) (US), China Aerospace Science and Technology (China), Hanwha (South Korea), Norinco (China), Poongsan (South Korea), Singapore Technologies Engineering (Singapore) and Textron (US). Financial institutions most criticized (in terms of exposure to these companies) were JP MorganChase, Bank of America, Mitsubishi UFJ Financial, Synovus Financial, Sumitomo Mitsui Financial, China Everbright, Industrial Bank of China, Agricultural Bank of China, China Securities, Temasek Holdings of Singapore, and T Rowe Price, Capital Group, Vanguard and BlackRock all of the U.S. The report noted that 76 financial institutions report having cluster munition policies in place. Also, whereas their 2013 'Hall of Shame' listed 139 financial institutions, this year the list had reduced to 103.<br /><em>SIGWATCH comment: Cluster Munition Coalition (CMC) merged with the International Campaign to Ban Landmines (ICBL) in 2011. Headquartered in London, it is funded by Unicef and several governments, mostly European, and networks NGOs campaigning on this issue or related ones in over 100 countries.</em><br />See",http://www.stopexplosiveinvestments.org/uploads/pdf/CMC%20PRESS%20RELEASE_Banks%20Behaving%20Badly%20-USD27bn%20invested%20in%20cluster%20munition%20producers.pdf,http://www.stopexplosiveinvestments.org/report,,,
349,60284,2014-11-27,3905,Capital International,Parent,3905,Capital International,UK,-2.0,2,0,3668,Financial institutions funding arms industry,4039.0,Controversial weapons,,,528,Netherlands,826.0,UK,,,,,,,,,36,Australia,124.0,Canada,250.0,France,276.0,Germany,392.0,Japan,724.0,Netherlands,2083,Pax (formerly IKV Pax Christi),2.5,528,Netherlands,4502.0,Cluster Munition Coalition (CMC),2.75,826.0,UK,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,,,,,,,1336.0,Finance,1419.0,Arms & Security Sector,,,,," which updates one published in December 2013, the NGOs claimed the amount invested totaled USD27billion, with most (but not all) coming from institutions in states that have not yet joined the Convention on Cluster Munitions. The NGOs called on the UK, Australia, Canada, France, Germany, Japan, Spain and other countries that have joined the global ban on cluster munitions to legislate to outlaw such investments, as nine other states have already done. Pax looked at investments in ATK (Alliant Techsystems) (US), China Aerospace Science and Technology (China), Hanwha (South Korea), Norinco (China), Poongsan (South Korea), Singapore Technologies Engineering (Singapore) and Textron (US). Financial institutions most criticized (in terms of exposure to these companies) were JP MorganChase, Bank of America, Mitsubishi UFJ Financial, Synovus Financial, Sumitomo Mitsui Financial, China Everbright, Industrial Bank of China, Agricultural Bank of China, China Securities, Temasek Holdings of Singapore, and T Rowe Price, Capital Group, Vanguard and BlackRock all of the U.S. The report noted that 76 financial institutions report having cluster munition policies in place. Also, whereas their 2013 'Hall of Shame' listed 139 financial institutions, this year the list had reduced to 103.<br /><em>SIGWATCH comment: Cluster Munition Coalition (CMC) merged with the International Campaign to Ban Landmines (ICBL) in 2011. Headquartered in London, it is funded by Unicef and several governments, mostly European, and networks NGOs campaigning on this issue or related ones in over 100 countries.</em><br />See",http://www.stopexplosiveinvestments.org/uploads/pdf/CMC%20PRESS%20RELEASE_Banks%20Behaving%20Badly%20-USD27bn%20invested%20in%20cluster%20munition%20producers.pdf,http://www.stopexplosiveinvestments.org/report,,,
350,60284,2014-11-27,9616,Synovus Financial,Parent,9616,Synovus Financial,US,-2.0,2,0,3668,Financial institutions funding arms industry,4039.0,Controversial weapons,,,528,Netherlands,826.0,UK,,,,,,,,,36,Australia,124.0,Canada,250.0,France,276.0,Germany,392.0,Japan,724.0,Netherlands,2083,Pax (formerly IKV Pax Christi),2.5,528,Netherlands,4502.0,Cluster Munition Coalition (CMC),2.75,826.0,UK,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,Synovus Financial Corp,Synovus Financial ,SNV,US87161C1053,,,1336.0,Finance,1419.0,Arms & Security Sector,,,,," which updates one published in December 2013, the NGOs claimed the amount invested totaled USD27billion, with most (but not all) coming from institutions in states that have not yet joined the Convention on Cluster Munitions. The NGOs called on the UK, Australia, Canada, France, Germany, Japan, Spain and other countries that have joined the global ban on cluster munitions to legislate to outlaw such investments, as nine other states have already done. Pax looked at investments in ATK (Alliant Techsystems) (US), China Aerospace Science and Technology (China), Hanwha (South Korea), Norinco (China), Poongsan (South Korea), Singapore Technologies Engineering (Singapore) and Textron (US). Financial institutions most criticized (in terms of exposure to these companies) were JP MorganChase, Bank of America, Mitsubishi UFJ Financial, Synovus Financial, Sumitomo Mitsui Financial, China Everbright, Industrial Bank of China, Agricultural Bank of China, China Securities, Temasek Holdings of Singapore, and T Rowe Price, Capital Group, Vanguard and BlackRock all of the U.S. The report noted that 76 financial institutions report having cluster munition policies in place. Also, whereas their 2013 'Hall of Shame' listed 139 financial institutions, this year the list had reduced to 103.<br /><em>SIGWATCH comment: Cluster Munition Coalition (CMC) merged with the International Campaign to Ban Landmines (ICBL) in 2011. Headquartered in London, it is funded by Unicef and several governments, mostly European, and networks NGOs campaigning on this issue or related ones in over 100 countries.</em><br />See",http://www.stopexplosiveinvestments.org/uploads/pdf/CMC%20PRESS%20RELEASE_Banks%20Behaving%20Badly%20-USD27bn%20invested%20in%20cluster%20munition%20producers.pdf,http://www.stopexplosiveinvestments.org/report,,,
351,60256,2014-11-27,8086,Arjuna Capital,Parent,8086,Arjuna Capital,US,-1.9945290088653564,4,1,3694,Oil and gas drilling - carbon & methane emissions,3884.0,Climate change - risk to business,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,91,As You Sow,1.5,840,US,,,,,,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,,,,,,,1336.0,Finance,1426.0,Oil & Gas,,,,, oil projects into bigger dividend payouts to investors or share buybacks. The groups claimed that investing capital in high cost unconventional projects only increases ExxonMobil's inventory of assets that could become stranded and unusable as governments around the world tighten restrictions on greenhouse gases linked to climate change. See,http://www.asyousow.org/wp-content/uploads/2014/11/20141125-release-resolution_urges_exxonmobil_return_capital_shareholders_in_face_global_climate_change_carbon_asset_risk.pdf,,,,
352,60238,2014-11-26,7007,Government Pension Fund of Norway,Parent,7007,Government Pension Fund of Norway,Norway,-2.0,4,0,3285,"Coal, oil & gas and climate change",3310.0,"Financial institutions & carbon, divestment",,,578,Norway,276.0,Germany,,,,,,,,,578,Norway,,,,,,,,,,,486,Greenpeace Norway,2.5,578,Norway,961.0,WWF Norway,2.5,578.0,Norway,421.0,Framtiden i vare hender / FiVH ,1.0,578.0,Norway,898.0,Urgewald,1.0,276.0,Germany,,,,,,578,Norway,1336.0,Finance,,,,,,,,,,,1336.0,Finance,1324.0,Coal,,,,, toward parliament and irresponsible toward the global climate. It also claimed a parliamentary majority is in favor of divesting the fund's coal holdings.<br />See (in English and in Norwegian),http://www.greenpeace.org/norway/no/press/releases/2014/NGOs-release-Damning-Report-on-Norwegian-Government-Pension-Funds-Coal-Investments/,http://www.greenpeace.org/norway/Global/norway/Klima/dokumenter/2014/Dirty_Dangerous_Coal_GPF.pdf, http://www.greenpeace.org/norway/no/nyheter/2014/Oljefondet-ut-av-kull/,http://www.framtiden.no/201504106744/aktuelt/etiske-investeringer/vil-ikke-trekke-oljefondet-ut-av-kull.html,
353,60229,2014-11-25,222,HSBC,Parent,222,HSBC,UK,-2.0,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,HSBC Holdings PLC,HSBC   ,HSBC,GB0005405286,,,1336.0,Finance,,,,,,,"UK - Consumer organization Which? claimed bank security flaws are putting customers at risk, and called for improvements in 'anti-phishing' measures. It criticized Barclays, HSBC, Metro Bank and NatWest for sending emails which invite customers to log in to online banking and include a homepage link, something that phishing emails do to trick people into entering login details on a fake website. Which? also claimed that only Metro Bank enforces a secure connection on its main website, the rest only doing so when users go to the online banking page. Which? argued this could enable customers to be diverted to fake sites. See",http://www.which.co.uk/news/2014/11/bank-security-flaws-leave-customers-at-risk-386488/,,,,
354,60229,2014-11-25,364,Barclays Bank,Parent,364,Barclays Bank,UK,-2.0,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,Barclays PLC,Barclays  ,BACR,GB0031348658,,,1336.0,Finance,,,,,,,"UK - Consumer organization Which? claimed bank security flaws are putting customers at risk, and called for improvements in 'anti-phishing' measures. It criticized Barclays, HSBC, Metro Bank and NatWest for sending emails which invite customers to log in to online banking and include a homepage link, something that phishing emails do to trick people into entering login details on a fake website. Which? also claimed that only Metro Bank enforces a secure connection on its main website, the rest only doing so when users go to the online banking page. Which? argued this could enable customers to be diverted to fake sites. See",http://www.which.co.uk/news/2014/11/bank-security-flaws-leave-customers-at-risk-386488/,,,,
355,60229,2014-11-25,585,NatWest Bank,Subsidiary,90,RBS Group,UK,-2.0,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,,,,,,,1336.0,Finance,,,,,,,"UK - Consumer organization Which? claimed bank security flaws are putting customers at risk, and called for improvements in 'anti-phishing' measures. It criticized Barclays, HSBC, Metro Bank and NatWest for sending emails which invite customers to log in to online banking and include a homepage link, something that phishing emails do to trick people into entering login details on a fake website. Which? also claimed that only Metro Bank enforces a secure connection on its main website, the rest only doing so when users go to the online banking page. Which? argued this could enable customers to be diverted to fake sites. See",http://www.which.co.uk/news/2014/11/bank-security-flaws-leave-customers-at-risk-386488/,,,,
356,60229,2014-11-25,9602,Metro Bank,Parent,9602,Metro Bank,UK,-1.0,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,Metro Bank,,,,,,1336.0,Finance,,,,,,,"UK - Consumer organization Which? claimed bank security flaws are putting customers at risk, and called for improvements in 'anti-phishing' measures. It criticized Barclays, HSBC, Metro Bank and NatWest for sending emails which invite customers to log in to online banking and include a homepage link, something that phishing emails do to trick people into entering login details on a fake website. Which? also claimed that only Metro Bank enforces a secure connection on its main website, the rest only doing so when users go to the online banking page. Which? argued this could enable customers to be diverted to fake sites. See",http://www.which.co.uk/news/2014/11/bank-security-flaws-leave-customers-at-risk-386488/,,,,
357,60221,2014-11-26,3474,European Central Bank ECB,Parent,3474,European Central Bank ECB,Germany,0.0011364817619323,3,0,3477,Regulation of financial institutions,3533.0,Repression of NGOs and rights activists,,,276,Germany,,,,,,,,,,,276,Germany,,,,,,,,,,,5411,Blockupy Coalition,1.5,276,Germany,,,,,,,,,,,,,,,,,,,,,276,Germany,1336.0,Finance,,,,,European Central Bank ECB,,,,,,1336.0,Finance,,,,,,,". Blockupy claimed 3,000 people marched through the city center in a protest against German and European economic policy with some blocking the entrance to the ECB building. More protests are promised during the official opening of the new ECB headquarters on Mar 18, 2015. See (in German) ",http://blockupy.org/4350/pm-3000-bringen-ezb-ihren-muell-zurueck-ezb-mit-farbe-markiert-ziviler-ungehorsam-gegen-ezb-feier-am-18-maerz/,,,,
358,60218,2014-11-25,376,Wells Fargo & Wachovia,Parent,376,Wells Fargo & Wachovia,US,-1.0,2,0,3762,Financial institutions & consumer protection,4076.0,Consumer rights and forced arbitration,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,265,Consumer Action ,1.5,840,US,765.0,Public Citizen ,1.5,840.0,US,3365.0,The Other 98%,1.5,840.0,US,,,,,,,,,,,840,US,1336.0,Finance,,,,,Wells Fargo Co,Wells Fargo ,WFC,US9497461015,,,1336.0,Finance,,,,,,,"U.S. - Public Citizen and Consumer Action, supported by The Other 98%, delivered more than 67,000 petition signatures to PNC in Pittsburgh, Pennsylvania and Wells Fargo in San Francisco, California, calling on the banks to remove forced arbitration clauses from their customer contracts. The Other 98% repeated claims that forced arbitration functions as a license to steal by making it impossible for customers to sue banks in court over illegal activities. Finally, The Other 98% claimed that it is planning further action on the issue in the coming weeks. See",http://other98.com/putting-big-banks-notice-license-steal/,,,,
359,60218,2014-11-25,582,PNC Bank,Parent,582,PNC Bank,US,-1.0,3,0,3762,Financial institutions & consumer protection,4076.0,Consumer rights and forced arbitration,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,265,Consumer Action ,1.5,840,US,765.0,Public Citizen ,1.5,840.0,US,3365.0,The Other 98%,1.5,840.0,US,,,,,,,,,,,840,US,1336.0,Finance,,,,,,,,,,,1336.0,Finance,,,,,,,"U.S. - Public Citizen and Consumer Action, supported by The Other 98%, delivered more than 67,000 petition signatures to PNC in Pittsburgh, Pennsylvania and Wells Fargo in San Francisco, California, calling on the banks to remove forced arbitration clauses from their customer contracts. The Other 98% repeated claims that forced arbitration functions as a license to steal by making it impossible for customers to sue banks in court over illegal activities. Finally, The Other 98% claimed that it is planning further action on the issue in the coming weeks. See",http://other98.com/putting-big-banks-notice-license-steal/,,,,
360,60213,2014-11-24,1317,Rabobank,Parent,1317,Rabobank,Netherlands,1.996284246444702,4,1,3219,Agriculture and water use,3550.0,Agriculture contribution to climate change,,,356,India,,,,,,,,,,,356,India,,,,,,,,,,,1024,WWF India,2.5,356,India,,,,,,,,,,,,,,,,,,,,,528,Netherlands,1336.0,Finance,,,,,,,,,,,1336.0,Finance,1279.0,Agriculture,,,,,.</em><br />See,http://timesofindia.indiatimes.com/business/india-business/WWF-India-Rabobank-EID-Parry-sign-accord-on-sustainable-sugarcane-production/articleshow/45219105.cms,,,,
361,60211,2014-11-24,222,HSBC,Parent,222,HSBC,UK,-1.1584978580474854,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,HSBC Holdings PLC,HSBC   ,HSBC,GB0005405286,,,1336.0,Finance,,,,,,,"DIY investors from making the best decisions for their needs. Which? said it tested 11 brokers on their knowledge of the products and services they sell, asking common questions around funds, charges and tax. It found that specialist investment brokers Fidelity, Hargreaves Lansdown, Bestinvest and Interactive Investor did best but HSBC and Halifax did worst (these two scored poorly for often telling investors to seek answers online). See",http://press.which.co.uk/whichpressreleases/investment-brokers-fail-to-get-the-basics-right/,,,,
362,60211,2014-11-24,2051,Halifax Bank,Subsidiary,568,Lloyds Banking Group plc,UK,-1.1584978580474854,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,Lloyds Banking Group PLC,Lloyds Banking  ,LLOYDS,GB0008706128,,,1336.0,Finance,,,,,,,"DIY investors from making the best decisions for their needs. Which? said it tested 11 brokers on their knowledge of the products and services they sell, asking common questions around funds, charges and tax. It found that specialist investment brokers Fidelity, Hargreaves Lansdown, Bestinvest and Interactive Investor did best but HSBC and Halifax did worst (these two scored poorly for often telling investors to seek answers online). See",http://press.which.co.uk/whichpressreleases/investment-brokers-fail-to-get-the-basics-right/,,,,
363,60211,2014-11-24,2416,Fidelity Investments / FMR LLC,Parent,2416,Fidelity Investments / FMR LLC,US,-1.1584978580474854,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,,,,,,,1336.0,Finance,,,,,,,"DIY investors from making the best decisions for their needs. Which? said it tested 11 brokers on their knowledge of the products and services they sell, asking common questions around funds, charges and tax. It found that specialist investment brokers Fidelity, Hargreaves Lansdown, Bestinvest and Interactive Investor did best but HSBC and Halifax did worst (these two scored poorly for often telling investors to seek answers online). See",http://press.which.co.uk/whichpressreleases/investment-brokers-fail-to-get-the-basics-right/,,,,
364,60211,2014-11-24,6883,Hargreaves Lansdown,Parent,6883,Hargreaves Lansdown,UK,-1.1584978580474854,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,Hargreaves Lansdown PLC,Hargreaves Lansdown  ,HLLN,GB00B1VZ0M25,,,1336.0,Finance,,,,,,,"DIY investors from making the best decisions for their needs. Which? said it tested 11 brokers on their knowledge of the products and services they sell, asking common questions around funds, charges and tax. It found that specialist investment brokers Fidelity, Hargreaves Lansdown, Bestinvest and Interactive Investor did best but HSBC and Halifax did worst (these two scored poorly for often telling investors to seek answers online). See",http://press.which.co.uk/whichpressreleases/investment-brokers-fail-to-get-the-basics-right/,,,,
365,60211,2014-11-24,9593,Bestinvest,Parent,9593,Bestinvest,UK,-1.1584978580474854,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,Bestinvest,,,,,,1336.0,Finance,,,,,,,"DIY investors from making the best decisions for their needs. Which? said it tested 11 brokers on their knowledge of the products and services they sell, asking common questions around funds, charges and tax. It found that specialist investment brokers Fidelity, Hargreaves Lansdown, Bestinvest and Interactive Investor did best but HSBC and Halifax did worst (these two scored poorly for often telling investors to seek answers online). See",http://press.which.co.uk/whichpressreleases/investment-brokers-fail-to-get-the-basics-right/,,,,
366,60211,2014-11-24,9594,Interactive Investor,Parent,9594,Interactive Investor,UK,-1.1584978580474854,2,0,3762,Financial institutions & consumer protection,3812.0,Financial institutions & customer service,,,826,UK,,,,,,,,,,,826,UK,,,,,,,,,,,926,Which? (UK Consumers Association),1.0,826,UK,,,,,,,,,,,,,,,,,,,,,826,UK,1336.0,Finance,,,,,Interactive Investor,,,,,,1336.0,Finance,,,,,,,"DIY investors from making the best decisions for their needs. Which? said it tested 11 brokers on their knowledge of the products and services they sell, asking common questions around funds, charges and tax. It found that specialist investment brokers Fidelity, Hargreaves Lansdown, Bestinvest and Interactive Investor did best but HSBC and Halifax did worst (these two scored poorly for often telling investors to seek answers online). See",http://press.which.co.uk/whichpressreleases/investment-brokers-fail-to-get-the-basics-right/,,,,
367,60113,2014-11-19,372,Citigroup,Parent,372,Citigroup,US,0.2482737700144449,2,0,3309,"Tax havens, avoidance & financial transparency",3908.0,Executive pay,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,702,Center for Effective Government / OMB Watch,1.5,840,US,2119.0,Institute for Policy Studies U.S.,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,Citigroup,,,,,,1336.0,Finance,1359.0,Aviation,1357.0,Automotive,,,", IPS claimed that Boeing, Ford Motors, Chevron, Citigroup, Verizon, J.P. Morgan Chase, and General Motors, which are among America's 30 largest companies,paid their CEOs more than they paid in federal taxes. The groups also claimed that despite collectively reporting more than USD74billion in pre-tax profits, the seven companies received a combined total of USD1.9 billion in refunds from the IRS. See",http://www.ips-dc.org/fleecing-uncle-sam/,http://www.ips-dc.org/wp-content/uploads/2014/11/IPS_Fleecing_Uncle_Sam_Report_Nov2014.pdf,,,
368,60113,2014-11-19,373,JP Morgan Chase,Parent,373,JP Morgan Chase,US,0.2482737700144449,2,0,3309,"Tax havens, avoidance & financial transparency",3908.0,Executive pay,,,840,US,,,,,,,,,,,840,US,,,,,,,,,,,702,Center for Effective Government / OMB Watch,1.5,840,US,2119.0,Institute for Policy Studies U.S.,1.5,840.0,US,,,,,,,,,,,,,,,,840,US,1336.0,Finance,,,,,JPMorgan Chase Co,JPMorgan Chase ,JPM,US46625H1005,,,1336.0,Finance,1359.0,Aviation,1357.0,Automotive,,,", IPS claimed that Boeing, Ford Motors, Chevron, Citigroup, Verizon, J.P. Morgan Chase, and General Motors, which are among America's 30 largest companies,paid their CEOs more than they paid in federal taxes. The groups also claimed that despite collectively reporting more than USD74billion in pre-tax profits, the seven companies received a combined total of USD1.9 billion in refunds from the IRS. See",http://www.ips-dc.org/fleecing-uncle-sam/,http://www.ips-dc.org/wp-content/uploads/2014/11/IPS_Fleecing_Uncle_Sam_Report_Nov2014.pdf,,,
369,60047,2014-11-17,379,ING,Parent,379,ING,Netherlands,-1.0,4,0,3762,Financial institutions & consumer protection,3891.0,Customer privacy,,,528,Netherlands,,,,,,,,,,,528,Netherlands,,,,,,,,,,,1666,Consumentenbond,1.0,528,Netherlands,,,,,,,,,,,,,,,,,,,,,528,Netherlands,1336.0,Finance,,,,,ING Groep NV,ING Groep ,INTNED,NL0000303600,,,1336.0,Finance,,,,,,, monitor banks and would ensure that its concerns are discussed by the National Forum on the Payment System (MOB) which promotes efficiency in the Dutch bank payment system.<br />See (in Dutch),http://www.consumentenbond.nl/actueel/nieuws/2014/ing-plan-commercieel-gebruik-klantgegevens-voorlopig-van-de-baan/  ,,,,
